13665;_signature;RPC_STATUS RpcBindingUnbind(RPC_BINDING_HANDLE)
10591;_signature;BOOL PeekConsoleInputA(HANDLE, PINPUT_RECORD, DWORD, LPDWORD)
10613;_signature;BOOL GetConsoleScreenBufferInfoEx(HANDLE, PCONSOLE_SCREEN_BUFFER_INFOEX)
8800;_signature;BOOL PeekMessageA(LPMSG, HWND, UINT, UINT, UINT)
5121;_signature;BOOL WritePrivateProfileSectionW(LPCWSTR, LPCWSTR, LPCWSTR)
21486;_signature;errno_t wcstombs_s(size_t*, char*, size_t, const wchar_t*, size_t)
12047;_signature;MMRESULT mixerGetControlDetailsW(HMIXEROBJ, LPMIXERCONTROLDETAILS, DWORD)
27006;typetag;struct
2108;typetag;struct
26011;typetag;struct
8805;_signature;BOOL SwapMouseButton(BOOL)
11086;_signature;UINT DdeInitializeA(LPDWORD, PFNCALLBACK, DWORD, DWORD)
9490;_signature;BOOL SetSystemCursor(HCURSOR, DWORD)
4116;_signature;void ReleaseSRWLockShared(PSRWLOCK)
25120;_signature;void ITypeLib_RemoteIsName_Stub(IRpcStubBuffer*, IRpcChannelBuffer*, PRPC_MESSAGE, DWORD*)
14823;_signature;SECURITY_STATUS NCryptGetProperty(NCRYPT_HANDLE, LPCWSTR, PBYTE, DWORD, DWORD*, DWORD)
5050;_signature;DWORD GetEnvironmentVariableA(LPCSTR, LPSTR, DWORD)
5399;_signature;BOOL SetSecurityDescriptorDacl(PSECURITY_DESCRIPTOR, BOOL, PACL, BOOL)
13311;_signature;RPC_STATUS I_RpcBindingCopy(RPC_BINDING_HANDLE, RPC_BINDING_HANDLE*)
595;_signature;char* _strupr_l(char*, _locale_t)
10380;_signature;int GetTimeFormatA(LCID, DWORD, const SYSTEMTIME*, LPCSTR, LPSTR, int)
16276;_signature;BOOL CertRegisterPhysicalStore(const void*, DWORD, LPCWSTR, PCERT_PHYSICAL_STORE_INFO, void*)
27481;_signature;HRESULT CoInternetGetProtocolFlags(LPCWSTR, DWORD*, DWORD)
7189;_signature;UINT GetSystemPaletteEntries(HDC, UINT, UINT, LPPALETTEENTRY)
33026;typetag;struct
7068;_signature;int AddFontResourceA(LPCSTR)
23062;typetag;struct
9016;_signature;LPSTR CharPrevA(LPCSTR, LPCSTR)
28752;_signature;HRESULT GetHGlobalFromStream(LPSTREAM, HGLOBAL*)
10199;_signature;BOOL ShutdownBlockReasonQuery(HWND, LPWSTR, DWORD*)
28263;_signature;HRESULT CreateStdProgressIndicator(HWND, LPCOLESTR, IBindStatusCallback*, IBindStatusCallback**)
33415;typetag;struct
29742;_signature;UINT ImmGetRegisterWordStyleW(HKL, UINT, LPSTYLEBUFW)
260;_signature;int iswcntrl(wint_t)
10790;_signature;LSTATUS RegEnumValueA(HKEY, DWORD, LPSTR, LPDWORD, LPDWORD, LPDWORD, LPBYTE, LPDWORD)
14645;_signature;void BCryptFreeBuffer(PVOID)
30521;typetag;enum
7309;_signature;BOOL GetWindowExtEx(HDC, LPSIZE)
14644;_signature;NTSTATUS BCryptCloseAlgorithmProvider(BCRYPT_ALG_HANDLE, ULONG)
704;typetag;struct
10394;_signature;BOOL EnumTimeFormatsW(TIMEFMT_ENUMPROCW, LCID, DWORD)
12386;typetag;struct
1610;typetag;struct
13445;_signature;RPC_STATUS RpcNsMgmtEntryCreateW(unsigned long int, RPC_WSTR)
23072;typetag;struct
9031;_signature;UINT GetKBCodePage()
9300;_signature;BOOL InvalidateRect(HWND, const RECT*, BOOL)
28725;_signature;BOOL OleIsRunning(LPOLEOBJECT)
32177;typetag;struct
14411;typetag;struct
5300;_signature;BOOL BackupEventLogW(HANDLE, LPCWSTR)
30824;_signature;void* _expand(void*, size_t)
29783;_signature;int fprintf_s(FILE*, const char*, ...)
27183;_signature;HRESULT URLOpenStreamW(LPUNKNOWN, LPCWSTR, DWORD, LPBINDSTATUSCALLBACK)
21443;_signature;void* bsearch_s(const void*, const void*, rsize_t, rsize_t, int (*)(void*, const void*, const void*), void*)
4407;_signature;SIZE_T LocalShrink(HLOCAL, UINT)
16628;_signature;BOOL CryptUpdateProtectedState(PSID, LPCWSTR, DWORD, DWORD*, DWORD*)
24281;_signature;unsigned long int HGLOBAL_UserSize64(unsigned long int*, unsigned long int, HGLOBAL*)
8136;typetag;struct
5630;_signature;ULONG RemoveVectoredContinueHandler(PVOID)
10994;typetag;struct
1466;typetag;struct
30815;_signature;void ftime(timeb*)
30884;_signature;wchar_t* _wctime32(const __time32_t*)
14495;_signature;BOOL CryptGetUserKey(HCRYPTPROV, DWORD, HCRYPTKEY*)
24605;typetag;struct
35000;_signature;unsigned char* example_tunnel_enc(IEC905_MSG_CNTRL*, unsigned char*, unsigned short int, unsigned short int, unsigned char*, unsigned short int, unsigned int*)
5306;_signature;HANDLE OpenEventLogA(LPCSTR, LPCSTR)
23390;_signature;HRESULT ILockBytes_WriteAt_Proxy(ILockBytes*, ULARGE_INTEGER, const void*, ULONG, ULONG*)
14945;typetag;struct
10379;_signature;LCID LocaleNameToLCID(LPCWSTR, DWORD)
123;typetag;struct
23820;typetag;struct
20993;_signature;BOOL EnumPrintersW(DWORD, LPWSTR, DWORD, LPBYTE, DWORD, LPDWORD, LPDWORD)
6006;typetag;struct
3966;typetag;struct
12885;_signature;RPC_STATUS RpcServerUseProtseqEpW(RPC_WSTR, unsigned int, RPC_WSTR, void*)
22789;typetag;struct
17158;typetag;struct
11255;typetag;struct
17383;_signature;void NdrXmitOrRepAsBufferSize(PMIDL_STUB_MESSAGE, unsigned char*, PFORMAT_STRING)
9668;typetag;struct
25074;typetag;enum
30972;_signature;int _ungetch(int)
9290;_signature;HDC GetWindowDC(HWND)
4571;_signature;BOOL GetThreadTimes(HANDLE, LPFILETIME, LPFILETIME, LPFILETIME, LPFILETIME)
26112;typetag;struct
28542;_signature;HRESULT VarI4FromI8(LONG64, LONG*)
28346;_signature;HRESULT VarI4FromI8(LONG64, LONG*)
28272;_signature;BSTR SysAllocStringByteLen(LPCSTR, UINT)
29959;_signature;int _vscwprintf_p_l(const wchar_t*, _locale_t, va_list)
21467;_signature;size_t mbstowcs(wchar_t*, const char*, size_t)
7345;_signature;COLORREF SetDCPenColor(HDC, COLORREF)
27519;_signature;HRESULT CoInternetIsFeatureEnabled(INTERNETFEATURELIST, DWORD)
5403;_signature;BOOL SetSecurityDescriptorOwner(PSECURITY_DESCRIPTOR, PSID, BOOL)
15255;typetag;struct
3456;typetag;struct
2867;typetag;struct
2868;typetag;union
9483;_signature;HBITMAP LoadBitmapW(HINSTANCE, LPCWSTR)
4818;_signature;DWORD ReadEncryptedFileRaw(PFE_EXPORT_FUNC, PVOID, PVOID)
17412;_signature;void NdrComplexStructFree(PMIDL_STUB_MESSAGE, unsigned char*, PFORMAT_STRING)
28266;_signature;INT SysReAllocString(BSTR*, const OLECHAR*)
7195;_signature;BOOL GetTextExtentPointW(HDC, LPCWSTR, int, LPSIZE)
10197;_signature;BOOL GetGestureConfig(HWND, DWORD, DWORD, PUINT, PGESTURECONFIG, UINT)
7449;_signature;BOOL SetWorldTransform(HDC, const XFORM*)
10390;_signature;BOOL EnumCalendarInfoW(CALINFO_ENUMPROCW, LCID, CALID, CALTYPE)
29999;_signature;wchar_t* _wtmpnam(wchar_t*)
28683;_signature;HRESULT WriteClassStg(LPSTORAGE, const IID*const )
7143;_signature;COLORREF GetDCPenColor(HDC)
532;_signature;void* _memccpy(void*, const void*, int, size_t)
8957;_signature;BOOL SetDlgItemInt(HWND, int, UINT, BOOL)
30537;typetag;struct
7318;_signature;int OffsetRgn(HRGN, int, int)
584;_signature;char* _strnset(char*, int, size_t)
29995;_signature;errno_t _wfreopen_s(FILE**, const wchar_t*, const wchar_t*, FILE*)
13027;typetag;struct
13034;typetag;union
25151;_signature;void ITypeLib2_RemoteGetDocumentation2_Stub(IRpcStubBuffer*, IRpcChannelBuffer*, PRPC_MESSAGE, DWORD*)
13281;_signature;RPC_STATUS I_RpcGetAssociationContext(RPC_BINDING_HANDLE, void**)
23351;_signature;void SNB_UserFree64(unsigned long int*, SNB*)
4420;_signature;SIZE_T VirtualQuery(LPCVOID, PMEMORY_BASIC_INFORMATION, SIZE_T)
21816;typetag;enum
4870;_signature;BOOL WriteFileGather(HANDLE, FILE_SEGMENT_ELEMENT[]const , DWORD, LPDWORD, LPOVERLAPPED)
5510;_signature;HANDLE RegisterWaitForSingleObjectEx(HANDLE, WAITORTIMERCALLBACK, PVOID, ULONG, ULONG)
25331;_signature;HRESULT ITypeInfo_AddressOfMember_Stub(ITypeInfo*)
4974;_signature;HANDLE OpenEventW(DWORD, BOOL, LPCWSTR)
10608;_signature;BOOL FillConsoleOutputCharacterW(HANDLE, WCHAR, DWORD, COORD, LPDWORD)
5785;typetag;struct
32652;typetag;enum
17437;_signature;unsigned char* NdrNsSendReceive(PMIDL_STUB_MESSAGE, unsigned char*, RPC_BINDING_HANDLE*)
19691;_signature;LONG SCardLocateCardsA(SCARDCONTEXT, LPCSTR, LPSCARD_READERSTATEA, DWORD)
31090;_signature;int _CrtGetCheckCount()
225;_signature;int _isprint_l(int, _locale_t)
17431;_signature;unsigned char* NdrServerInitialize(PRPC_MESSAGE, PMIDL_STUB_MESSAGE, PMIDL_STUB_DESC)
22419;_signature;void IAdviseSink_RemoteOnClose_Stub(IRpcStubBuffer*, IRpcChannelBuffer*, PRPC_MESSAGE, DWORD*)
21142;typetag;struct
30780;_signature;void __report_gsfailure()
33394;typetag;struct
4370;_signature;FARPROC GetProcAddress(HMODULE, LPCSTR)
29951;_signature;int _swprintf_c_l(wchar_t*, size_t, const wchar_t*, _locale_t, ...)
7472;_signature;BOOL GetColorAdjustment(HDC, LPCOLORADJUSTMENT)
15025;typetag;struct
30744;_signature;int _getpid()
21509;_signature;double wcstod(const wchar_t*, wchar_t**)
29842;_signature;errno_t tmpfile_s(FILE**)
21560;_signature;void _wsearchenv(const wchar_t*, const wchar_t*, wchar_t*)
28390;_signature;HRESULT VarR4FromDec(const DECIMAL*, FLOAT*)
17374;_signature;void NdrConformantArrayBufferSize(PMIDL_STUB_MESSAGE, unsigned char*, PFORMAT_STRING)
10052;typetag;struct
13945;typetag;enum
33200;typetag;struct
13220;typetag;enum
13323;_signature;RPC_STATUS I_RpcTurnOnEEInfoPropagation()
29292;typetag;struct
9242;_signature;UINT GetMenuDefaultItem(HMENU, UINT, UINT)
30586;typetag;struct
17592;typetag;enum
31507;_signature;int iec905_destroy_kdc_credential(KDC_CREDENTIALS*)
31284;_signature;int iec905_destroy_kdc_credential(KDC_CREDENTIALS*)
31542;_signature;int iec905_destroy_kdc_credential(KDC_CREDENTIALS*)
28419;_signature;HRESULT VarDateFromUI8(ULONG64, DATE*)
11220;_signature;INT LZOpenFileW(LPWSTR, LPOFSTRUCT, WORD)
23372;_signature;HRESULT ISequentialStream_Read_Proxy(ISequentialStream*, void*, ULONG, ULONG*)
614;_signature;size_t wcscspn(const wchar_t*, const wchar_t*)
26842;_signature;HRESULT IBindStatusCallbackEx_RemoteGetBindInfoEx_Proxy(IBindStatusCallbackEx*, DWORD*, RemBINDINFO*, RemSTGMEDIUM*, DWORD*, DWORD*)
34826;_signature;ULONG TcOpenInterfaceW(LPWSTR, HANDLE, HANDLE, PHANDLE)
5542;_signature;void ReleaseSemaphoreWhenCallbackReturns(PTP_CALLBACK_INSTANCE, HANDLE, DWORD)
23529;_signature;DWORD CoBuildVersion()
8334;_signature;BOOL wglSwapLayerBuffers(HDC, UINT)
12538;typetag;struct
16202;_signature;BOOL CertAddEncodedCertificateToStore(HCERTSTORE, DWORD, const BYTE*, DWORD, DWORD, PCCERT_CONTEXT*)
24746;typetag;enum
17581;typetag;struct
252;_signature;int iswpunct(wint_t)
3811;typetag;enum
13303;_signature;RPC_STATUS I_RpcBindingInqTransportType(RPC_BINDING_HANDLE, unsigned int*)
4207;typetag;struct
15593;typetag;struct
13148;_signature;RPC_STATUS RpcBindingSetAuthInfoExA(RPC_BINDING_HANDLE, RPC_CSTR, unsigned long int, unsigned long int, RPC_AUTH_IDENTITY_HANDLE, unsigned long int, RPC_SECURITY_QOS*)
19972;typetag;struct
19976;typetag;union
31400;_signature;IEC905_MSG_CNTRL* iec905_find_rxd_msg_cntrl(unsigned char, IEC_COMM_ADDRESS*, unsigned char*)
31177;_signature;IEC905_MSG_CNTRL* iec905_find_rxd_msg_cntrl(unsigned char, IEC_COMM_ADDRESS*, unsigned char*)
31574;_signature;IEC905_MSG_CNTRL* iec905_find_rxd_msg_cntrl(unsigned char, IEC_COMM_ADDRESS*, unsigned char*)
25506;typetag;struct
23197;typetag;struct
21483;_signature;int _wctomb_l(char*, wchar_t, _locale_t)
4400;_signature;HLOCAL LocalReAlloc(HLOCAL, SIZE_T, UINT)
14498;_signature;BOOL CryptEncrypt(HCRYPTKEY, HCRYPTHASH, BOOL, DWORD, BYTE*, DWORD*, DWORD)
6772;typetag;enum
33448;typetag;union
33451;typetag;struct
31812;typetag;enum
28504;_signature;HRESULT VarUI4FromStr(LPCOLESTR, LCID, ULONG, ULONG*)
4988;_signature;HANDLE CreateMutexExW(LPSECURITY_ATTRIBUTES, LPCWSTR, DWORD, DWORD)
24761;typetag;enum
31787;_signature;int getsourcefilter(SOCKET, ULONG, const SOCKADDR*, int, MULTICAST_MODE_TYPE*, ULONG*, SOCKADDR_STORAGE*)
25324;_signature;HRESULT ITypeInfo_Invoke_Proxy(ITypeInfo*, PVOID, MEMBERID, WORD, DISPPARAMS*, VARIANT*, EXCEPINFO*, UINT*)
2928;typetag;struct
23178;typetag;struct
15261;typetag;struct
30942;_signature;int stat(const char*, stat*)
4505;_signature;LPTOP_LEVEL_EXCEPTION_FILTER SetUnhandledExceptionFilter(LPTOP_LEVEL_EXCEPTION_FILTER)
12906;_signature;RPC_STATUS RpcEpResolveBinding(RPC_BINDING_HANDLE, RPC_IF_HANDLE)
9521;_signature;HANDLE CopyImage(HANDLE, UINT, int, int, UINT)
10437;_signature;BOOL EnumLanguageGroupLocalesA(LANGGROUPLOCALE_ENUMPROCA, LGRPID, DWORD, LONG_PTR)
7094;_signature;HFONT CreateFontIndirectW(const LOGFONTW*)
18347;typetag;struct
21822;typetag;struct
21043;_signature;BOOL EndPagePrinter(HANDLE)
892;typetag;struct
29739;_signature;BOOL ImmUnregisterWordA(HKL, LPCSTR, DWORD, LPCSTR)
24159;_signature;HRESULT IViewObject_RemoteGetColorSet_Proxy(IViewObject*, DWORD, LONG, ULONG_PTR, DVTARGETDEVICE*, ULONG_PTR, LOGPALETTE**)
21914;typetag;enum
10899;typetag;struct
25128;typetag;struct
28734;_signature;HGLOBAL OleMetafilePictFromIconAndLabel(HICON, LPOLESTR, LPOLESTR, UINT)
10707;_signature;BOOL VerQueryValueA(LPCVOID, LPCSTR, LPVOID*, PUINT)
21118;typetag;struct
3545;typetag;struct
14660;_signature;NTSTATUS BCryptDeriveKey(BCRYPT_SECRET_HANDLE, LPCWSTR, BCryptBufferDesc*, PUCHAR, ULONG, ULONG*, ULONG)
8336;typetag;struct
28394;_signature;HRESULT VarR8FromI8(LONG64, DOUBLE*)
9084;_signature;UINT SendInput(UINT, LPINPUT, int)
7497;_signature;int EndPage(HDC)
21636;_signature;HRESULT IClassFactory_CreateInstance_Proxy(IClassFactory*, IUnknown*, const IID*const , void**)
10882;_signature;DWORD WNetCancelConnection2W(LPCWSTR, DWORD, BOOL)
7531;_signature;BOOL Polygon(HDC, const POINT*, int)
31562;_signature;IEC905_MSG_CNTRL* find_key_storage(IEC_CHAIN_INFO*, IEC_COMM_ADDRESS*, char*)
5333;_signature;BOOL SetTokenInformation(HANDLE, TOKEN_INFORMATION_CLASS, LPVOID, DWORD)
4713;_signature;BOOL SetCommBreak(HANDLE)
29454;typetag;struct
18583;typetag;struct
11486;_signature;MMRESULT waveOutGetPitch(HWAVEOUT, LPDWORD)
9923;_signature;BOOL GetMonitorInfoA(HMONITOR, LPMONITORINFO)
26291;typetag;struct
29510;_signature;BOOL StartServiceW(SC_HANDLE, DWORD, LPCWSTR*)
31401;_signature;void iec905_getStats(IEC905_STATISTICS*, int)
31178;_signature;void iec905_getStats(IEC905_STATISTICS*, int)
31576;_signature;void iec905_getStats(IEC905_STATISTICS*, int)
9520;_signature;HANDLE LoadImageW(HINSTANCE, LPCWSTR, UINT, int, int, UINT)
33267;typetag;struct
9296;_signature;int SetWindowRgn(HWND, HRGN, BOOL)
3874;_signature;void TpSetCallbackPriority(PTP_CALLBACK_ENVIRON, TP_CALLBACK_PRIORITY)
5314;_signature;BOOL ReportEventA(HANDLE, WORD, WORD, DWORD, PSID, WORD, DWORD, LPCSTR*, LPVOID)
28666;_signature;HRESULT CreateDispTypeInfo(INTERFACEDATA*, LCID, ITypeInfo**)
28340;_signature;HRESULT VarI2FromUI2(USHORT, SHORT*)
9558;_signature;BOOL MapDialogRect(HWND, LPRECT)
16393;_signature;BOOL CryptExportPKCS8Ex(CRYPT_PKCS8_EXPORT_PARAMS*, DWORD, void*, BYTE*, DWORD*)
28035;typetag;struct
21058;_signature;DWORD GetPrinterDataExA(HANDLE, LPCSTR, LPCSTR, LPDWORD, LPBYTE, DWORD, LPDWORD)
30235;typetag;struct
9385;_signature;int MessageBoxIndirectW(const MSGBOXPARAMSW*)
10770;_signature;LSTATUS RegCreateKeyW(HKEY, LPCWSTR, PHKEY)
17386;_signature;void NdrContextHandleSize(PMIDL_STUB_MESSAGE, unsigned char*, PFORMAT_STRING)
15636;_signature;BOOL CryptGetDefaultOIDDllList(HCRYPTOIDFUNCSET, DWORD, WCHAR*, DWORD*)
30010;_signature;long long int _ftelli64_nolock(FILE*)
16583;typetag;struct
31387;_signature;IEC_90_5_RX* iec905_create_dec_info()
31164;_signature;IEC_90_5_RX* iec905_create_dec_info()
31312;_signature;IEC_90_5_RX* iec905_create_dec_info()
23012;typetag;struct
13615;typetag;struct
7522;_signature;BOOL TextOutA(HDC, int, int, LPCSTR, int)
16980;typetag;struct
18652;typetag;enum
17687;typetag;struct
5087;_signature;BOOL UpdateResourceW(HANDLE, LPCWSTR, LPCWSTR, WORD, LPVOID, DWORD)
16672;typetag;struct
21027;_signature;BOOL DeletePrinterDriverExW(LPWSTR, LPWSTR, LPWSTR, DWORD, DWORD)
8953;_signature;INT_PTR DialogBoxIndirectParamA(HINSTANCE, LPCDLGTEMPLATEA, HWND, DLGPROC, LPARAM)
17328;_signature;unsigned char* NdrEncapsulatedUnionMarshall(PMIDL_STUB_MESSAGE, unsigned char*, PFORMAT_STRING)
15949;_signature;BOOL CryptMsgVerifyCountersignatureEncodedEx(HCRYPTPROV_LEGACY, DWORD, PBYTE, DWORD, PBYTE, DWORD, DWORD, void*, DWORD, void*)
7316;_signature;BOOL PlgBlt(HDC, const POINT*, HDC, int, int, int, int, HBITMAP, int, int)
16121;typetag;struct
7069;_signature;int AddFontResourceW(LPCWSTR)
21072;_signature;DWORD DeletePrinterDataExA(HANDLE, LPCSTR, LPCSTR)
30714;_signature;INT WSAEnumNameSpaceProvidersExA(LPDWORD, LPWSANAMESPACE_INFOEXA)
13287;_signature;RPC_STATUS I_RpcBindingInqSecurityContext(RPC_BINDING_HANDLE, void**)
14518;_signature;BOOL CryptContextAddRef(HCRYPTPROV, DWORD*, DWORD)
25358;_signature;HRESULT ITypeLib2_GetDocumentation2_Proxy(ITypeLib2*, INT, LCID, BSTR*, DWORD*, BSTR*)
27485;_signature;HRESULT AsyncInstallDistributionUnit(LPCWSTR, LPCWSTR, LPCWSTR, DWORD, DWORD, LPCWSTR, IBindCtx*, LPVOID, DWORD)
5112;_signature;UINT GetPrivateProfileIntA(LPCSTR, LPCSTR, INT, LPCSTR)
9117;_signature;BOOL GetInputState()
16448;typetag;struct
28496;_signature;HRESULT VarUI4FromUI1(BYTE, ULONG*)
24309;_signature;HRESULT IViewObject_GetAdvise_Proxy(IViewObject*, DWORD*, DWORD*, IAdviseSink**)
10657;_signature;HANDLE CreateConsoleScreenBuffer(DWORD, DWORD, const SECURITY_ATTRIBUTES*, DWORD, LPVOID)
12037;typetag;struct
21462;_signature;size_t _mbstrnlen(const char*, size_t)
5614;_signature;BOOL FreeUserPhysicalPages(HANDLE, PULONG_PTR, PULONG_PTR)
4704;_signature;BOOL SetupComm(HANDLE, DWORD, DWORD)
21530;_signature;errno_t _gcvt_s(char*, size_t, double, int)
28480;_signature;HRESULT VarI1FromDec(const DECIMAL*, CHAR*)
30621;_signature;int connect(SOCKET, const sockaddr*, int)
14236;_signature;int connect(SOCKET, const sockaddr*, int)
